Domain,sentence,language,label_name,label_ID,Source,annotator_GMUID,transform
same-sex marriage,"The federal government will continue to recognize same-sex and interracial marriages regardless of what the court decides in the future, according to the Respect for Marriage Act signed into law in December.",en,Policy Prescription and Evaluation,6,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"The federal government will continue to recognize same-sex and interracial marriages no matter what the court decides in the future, according to the Respect for Marriage Act signed into law on December 13, 2022.",en,Policy Prescription and Evaluation,6,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"ThomasSciacca, a trusts and estates attorney, said his career is divided between what he did before marriage equality and what he did after.",en,Cultural Identity,11,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"ThomasSciacca, a trusts and estates attorney, said that his career is divided between what he used to do before marriage equality and what he started doing after.",en,Cultural Identity,11,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"ThomasSciacca, a trusts and estates attorney, said that his career is divided between what he did before and after marriage equality.",en,Cultural Identity,11,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"ThomasSciacca, a trusts and estates attorney, said his career is divided between what he did before and after marriage equality.",en,Cultural Identity,11,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"ThomasSciacca, a trusts and estates attorney, said his career is divided between what he used to do before marriage equality and what he started doing after.",en,Cultural Identity,11,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"Without a legally recognized marriage, the surviving partner of a same-sex couple would be unable to inherit benefits, challenge a fraudulent will, determine if their partner is buried or cremated, and more.",en,Quality of Life,10,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"Without a legally recognized marriage, the surviving partner of a same-sex couple would be unable to inherit benefits, challenge a fraudulent will, determine if their partner is buried or cremated, receive wrongful death proceeds, and more.",en,Quality of Life,10,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"Without a legally recognized marriage, the surviving partner of a same-sex couple would be unable to inherit benefits, challenge a fraudulent will, determine if their partner is buried or cremated, and much more.",en,Quality of Life,10,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"Without a legally recognized marriage, the surviving partner of a same-sex couple wouldn't be able to inherit benefits, challenge a fraudulent will, determine if their partner is buried or cremated, and more.",en,Quality of Life,10,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"Without a legally recognized marriage, the surviving partner of a same-sex couple would be unable to inherit benefits, challenge a fraudulent will, determine if their partner is buried or cremated, and more, according toSciacca.",en,Quality of Life,10,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,The property was worth over $4 million when one of the partners died.,en,Fairness and Eqality,4,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"The property was worth over $4 million when one partner died, but the IRS wanted to tax it in his name.",en,Fairness and Eqality,4,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,The property was worth $4 million when one of the partners died.,en,Fairness and Eqality,4,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"The property was worth over $4 million when one partner died, but the IRS wanted to tax it.",en,Fairness and Eqality,4,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"When one of the partners died, the property was worth over $4 million and the IRS wanted to tax it.",en,Fairness and Eqality,4,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,It's not something that a couple who is able to get married or have their marriage recognized would face.,en,Morality,3,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,It is not something that a couple who is able to get married or have their marriage recognized would face.,en,Morality,3,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"It's not something that a couple who is able to get married, or have their marriage recognized, would ever face.",en,Morality,3,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,It's not something that a couple who is able to get married or have their marriage recognized would ever face.,en,Morality,3,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"It's not something that a couple who is able to get married, or have their marriage recognized, would face.",en,Morality,3,https://nysba.org/protecting-same-sex-marriage-after-dobbs/,,en;para
same-sex marriage,"Same-sex couples should have government health insurance coverage, according to a South Korean appeals court.",en,Fairness and Eqality,4,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,"Same-sex couples should be covered by government health insurance, according to a South Korean appeals court.",en,Fairness and Eqality,4,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,"Same-sex couples should have government health insurance coverage, an appeals court ruled Tuesday.",en,Fairness and Eqality,4,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,"Same-sex couples should be covered by government health insurance, according to a South Korean appeals court ruling.",en,Fairness and Eqality,4,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,"Same-sex couples should be covered by government health insurance, an appeals court ruled Tuesday.",en,Fairness and Eqality,4,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,South Korea has not legalized same-sex marriage or civil unions.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,South Korea's first legal recognition of social benefits for same-sex couples is a landmark ruling.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,South Korea's first legal recognition of social benefits for same-sex couples was a landmark ruling.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,South Korea has not legalized same-sex marriage.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,South Korea's first legal recognition of social benefits for same-sex couples is the landmark ruling.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,The court said in its verdict that both groups are the same in that they form an emotional and economic community outside of a family relationship.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,The court said that both groups are the same in that they form an emotional and economic community outside of a family relationship.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,Both groups are the same in that they form an emotional and economic community outside of a family relationship.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,The court said in its verdict that both groups are the same in that they form an emotional and economic community outside of a legally defined family relationship.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,"Both groups are the same in that they form an emotional and economic community outside of a family relationship, the court said in its verdict.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,To recognize dependent status in one group and not in the other is discrimination.,en,Morality,3,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,To recognize dependent status in one group and not in the other based on sexual orientation is discrimination.,en,Morality,3,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,It constitutes a discrimination to recognize dependent status in one group and not in the other.,en,Morality,3,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,It constitutes a discrimination to recognize dependent status in one group and not in the other based on sexual orientation.,en,Morality,3,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,To recognize dependent status in one group and not in the other is a discrimination.,en,Morality,3,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,"In a press conference after the ruling, the man said that his love was winning.",en,Quality of Life,10,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,"In a press conference after the ruling, the person said that their love was winning.",en,Quality of Life,10,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,"In a press conference after the ruling, the plaintiff said that their love was winning.",en,Quality of Life,10,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,"In a press conference after the ruling, the person said that their love is winning.",en,Quality of Life,10,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,"In a press conference after the ruling, the man said that his love is winning.",en,Quality of Life,10,https://www.npr.org/2023/02/21/1158475301/south-korea-same-sex-partner-government-health-insurance,,en;para
same-sex marriage,The debate is turning out to be a lively one with same sex couples hoping for a judgement in their favour and the government and religious leaders opposing same sex union.,en,Morality,3,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The debate is turning out to be a lively one with same sex couples hoping for a judgement in their favor and the government and religious leaders opposing same sex union.,en,Morality,3,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The debate is turning out to be a lively one with same sex couples and activists hoping for a judgement in their favour and the government and religious leaders opposing same sex union.,en,Morality,3,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The debate is turning out to be a lively one with same sex couples and activists hoping for a judgement in their favor and the government and religious leaders opposing same sex union.,en,Morality,3,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The debate is turning out to be a lively one with same sex couples hoping for a judgement in their favour and the government and religious leaders opposing same sex unions.,en,Morality,3,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"The lawyers for the petition argued that marriage was a union of two people, not just a man and woman.",en,Policy Prescription and Evaluation,6,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"The lawyers argued that marriage was a union of two people, not just a man and woman, and that same sex couples also want the respectability of marriage.",en,Policy Prescription and Evaluation,6,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"The lawyers for the petition argued that marriage was a union of two people, not just a man and woman, and that same sex couples also want the respectability of marriage.",en,Policy Prescription and Evaluation,6,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"The lawyers argued that marriage was a union of two people, not just a man and woman.",en,Policy Prescription and Evaluation,6,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"The lawyers argued that marriage was a union of two people, not just a man and woman, and that same sex couples want the same respectability of marriage.",en,Policy Prescription and Evaluation,6,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,He said only the parliament could discuss the socio-legal issue of marriage and that it was not an issue to be decided by five judges.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,He said only the parliament could discuss the socio-legal issue of marriage and that it was not an issue to be decided by five individuals.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"He said only the parliament could discuss the socio-legal issue of marriage, and that it was not an issue to be decided by five judges.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,He said only the parliament could discuss the socio-legal issue of marriage and that it was not an issue to be decided by the judges.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"He said only the parliament could discuss the socio-legal issue of marriage, and that it was not an issue to be decided by five individuals.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"Their families and friends accepted their relationship, but 17 years after they met, the mental health professionals say they are unable to marry, something most couples aspire to.",en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"They were accepted by their families and friends, but 17 years after they met, the mental health professionals say they are unable to marry, something most couples aspire to.",en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"Their families and friends accepted their relationship, but 17 years after they met, the mental health professionals say they are unable to marry.",en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"The mental health professionals say they are unable to marry after 17 years of living together, something most couples aspire to.",en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"Their families and friends accepted their relationship, but 17 years after they met, the mental health professionals say they are unable to marry - something most couples aspire to.",en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"In India, the percentage of people who think homosexuality should be accepted has increased over the years.",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"In India, the percentage of people who think homosexuality should be accepted has grown over the years.",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"In India, the acceptance of homosexuality has grown over the years.",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"In India, the percentage of people who think homosexuality should be accepted has increased over time.",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"In India, acceptance of homosexuality has grown over the years.",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"Despite the change, attitudes to sex and sexuality remain conservative.",en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,Activists say that attitudes to sex and sexuality are mostly conservative and that most people are afraid to come out.,en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,Activists say that attitudes to sex and sexuality remain conservative and that most people are afraid to come out.,en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,Activists say that attitudes to sex and sexuality are still conservative and that most people are afraid to come out.,en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,Activists say that attitudes to sex and sexuality are mostly conservative and most people are afraid to come out.,en,Public Sentiment,12,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"We were at that time in our relationship thinking about marriage, and we were tired of fighting the system each time we wanted something done.",en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,We were at that time in our relationship thinking about marriage and we were tired of fighting the system each time we wanted something done.,en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"We were at that point in our relationship where we were thinking about marriage, and we were tired of fighting the system each time we wanted something done.",en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,We were at that point in our relationship where we were thinking about marriage and we were tired of fighting the system each time we wanted something done.,en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,We were at that time in our relationship thinking about marriage and we were tired of fighting the system each time we wanted something done,en,Quality of Life,10,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"The Indian constitution gives all citizens the right to marry a person of their choice and prohibits discrimination on the basis of sexual orientation and their petition should be allowed since ""constitutional morality is above social morality"".",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"The Indian constitution gives all citizens the right to marry a person of their choice and prohibits discrimination on the basis of sexual orientation, according to their petition.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,Their petition says that the Indian constitution gives all citizens the right to marry a person of their choice and prohibits discrimination on the basis of sexual orientation.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"Their petition says that the Indian constitution gives all citizens the right to marry a person of their choice and prohibits discrimination on the basis of sexual orientation, since ""constitutional morality is above social morality"".",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"The Indian constitution gives all citizens the right to marry a person of their choice and prohibits discrimination on the basis of sexual orientation and their petition should be allowed since ""constitutional morality is above social morality""",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The Indian government told the top court that a marriage can only take place between a man and a woman who are heterosexual.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The Indian government believes that a marriage can only take place between a man and a woman who are heterosexual.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The Indian government told the court that a marriage can only take place between a man and a woman who are heterosexual.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The Indian government told the top court that a marriage can only take place between a man and woman who are heterosexual.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The Indian government has told the top court that a marriage can only take place between a man and a woman who are heterosexual.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The court cannot change the legislative policy of the country that is deeply embedded in religious and societal norms.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The court can't change the legislative policy of the country that is deeply embedded in religious and societal norms.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"The legislative policy of the country is deeply embedded in religious and societal norms, and cannot be changed by the court.",en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The court cannot change the country's deeply embedded religious and societal norms.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,The legislative policy of the country is deeply embedded in religious and societal norms.,en,"Legality, Constitutionality, Jurisdiction",5,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,They expressed concern that it could affect the psychological and emotional development of children raised by same-sex couples.,en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,They expressed concern that it could affect the psychological and emotional development of children raised by same-sex couples and that it could increase the incidence of HIV-Aids in India.,en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,It could increase the incidence of HIV-Aids in India and it could affect the psychological and emotional development of children raised by same-sex couples.,en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"They expressed concern that it could affect the psychological and emotional development of children raised by same-sex couples, and that it could increase the incidence of HIV-Aids in India.",en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"They worried that it could affect the psychological and emotional development of children raised by same-sex couples, and that it could increase the incidence of HIV-Aids in India.",en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,Homosexuality is not a disease and discrimination against the LGBTQ+ people could lead to mental health issues in them.,en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,Homosexuality is not a disease and discrimination against the LGBTQ+ could lead to mental health issues in them.,en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,Homosexuality isn't a disease and discrimination against the LGBTQ+ people could lead to mental health issues in them.,en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,Homosexuality isn't a disease and discrimination against the LGBTQ+ could lead to mental health issues in them.,en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"Homosexuality is not a disease and discrimination against the LGBTQ+ people could lead to mental health issues in them, according to theIPS.",en,Health and Safety,9,https://www.bbc.com/news/world-asia-india-65061266,,en;para
same-sex marriage,"Hundreds of gay activists, some with painted faces, celebrated outside the lower house of parliament after the vote, waving rainbow flags and placards that read ""Marriage for all - make love for all"".",en,Public Sentiment,12,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"Hundreds of gay activists, some with painted faces, celebrated outside the lower house of parliament after the vote, waving rainbow flags and placards that said ""Marriage for all - make love for all"".",en,Public Sentiment,12,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"Hundreds of gay activists, some with painted faces, celebrated outside the lower house of parliament after the vote, waving rainbow flags and placards that read ""Marriage for all - make love for all""",en,Public Sentiment,12,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"Hundreds of gay activists, some with painted faces, celebrated outside the lower house of parliament after the vote, waving rainbow flags and placards that said ""Marriage for all - make love for all""",en,Public Sentiment,12,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"Hundreds of gay activists, some with painted faces, waved rainbow flags and placards that read ""Marriage for all - make love for all"" after the vote in the lower house of parliament.",en,Public Sentiment,12,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"Thousands of same-sex couples were given equality, and the two-class society in matters of love was abolished.",en,Fairness and Eqality,4,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"The two-class society in matters of love was abolished today, and thousands of same-sex couples were given equality.",en,Fairness and Eqality,4,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,The two-class society in matters of love was abolished and thousands of same-sex couples were given equality.,en,Fairness and Eqality,4,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"The two-class society in matters of love was abolished, and thousands of same-sex couples were given equality.",en,Fairness and Eqality,4,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,Thousands of same-sex couples were given equality and the two-class society in matters of love was abolished.,en,Fairness and Eqality,4,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"According to the German leader, she voted against the bill because she believed that marriage was between a man and a woman.",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,The bill that she voted against was related to her belief that marriage was between a man and a woman.,en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,The bill she voted against was related to her belief that marriage was between a man and a woman.,en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"According to the German leader, she voted against the bill because she believed marriage was between a man and a woman.",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"According to the German leader, she voted against the bill because she believed that marriage was between a man and woman.",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,She hoped that the vote would promote respect between the different opinions and bring more social harmony.,en,Morality,3,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,She hoped that the vote would promote respect between the different opinions and bring more social harmony and peace.,en,Morality,3,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,She hopes that the vote today will promote respect between the different opinions and bring more peace.,en,Morality,3,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,She hopes that the vote today will promote respect between the different opinions and bring more social harmony and peace.,en,Morality,3,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,She hopes that the vote today will promote respect between the different opinions and bring more social harmony.,en,Morality,3,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"The Social Democrats, the Free Democrats and the Greens all supported same-sex marriage.",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"The Social Democrats, the Free Democrats and the Greens all support same-sex marriage.",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"Three parties - the Social Democrats, the Free Democrats and the Greens - all supported same-sex marriage.",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"Same-sex marriage became a hot election topic after three parties - the Social Democrats, the pro-business Free Democrats and the Greens.",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,"The Social Democrats, the Free Democrats and the Greens all supported same-sex marriage in the election.",en,Political,13,https://www.reuters.com/article/us-germany-gay-marriage/german-lawmakers-approve-same-sex-marriage-in-landmark-vote-idUSKBN19L0PQ,,en;para
same-sex marriage,He said that couples who choose to share their lives should have the right to know who their beneficiaries are.,en,Fairness and Eqality,4,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,,en;para
same-sex marriage,Couples who choose to share their lives together should have the right to know who their beneficiaries are.,en,Fairness and Eqality,4,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,,en;para
same-sex marriage,He said that couples who choose to share their lives should have the right to know their beneficiaries.,en,Fairness and Eqality,4,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,,en;para
same-sex marriage,He said that couples who choose to share their lives together should have the right to know who their beneficiaries are.,en,Fairness and Eqality,4,https://www.nhonews.com/news/2023/aug/08/same-sex-marriage-legislation-moves-forward-navajo/,,en;para
